page cache dropped before each query (6 tries: 1 cold + 5 hot)
starting StarRocks 4.1.4 from image starrocks/allin1-ubuntu:4.1.4
StarRocks up (4.1.4-4a9848e); result cache off, BE data caches as shipped
=== CREATE tpcds tables ===
=== LOAD tpcds.call_center ===
=== LOAD tpcds.catalog_page ===
=== LOAD tpcds.catalog_returns ===
=== LOAD tpcds.catalog_sales ===
=== LOAD tpcds.customer_address ===
=== LOAD tpcds.customer_demographics ===
=== LOAD tpcds.customer ===
=== LOAD tpcds.date_dim ===
=== LOAD tpcds.household_demographics ===
=== LOAD tpcds.income_band ===
=== LOAD tpcds.inventory ===
=== LOAD tpcds.item ===
=== LOAD tpcds.promotion ===
=== LOAD tpcds.reason ===
=== LOAD tpcds.ship_mode ===
=== LOAD tpcds.store_returns ===
=== LOAD tpcds.store_sales ===
=== LOAD tpcds.store ===
=== LOAD tpcds.time_dim ===
=== LOAD tpcds.warehouse ===
=== LOAD tpcds.web_page ===
=== LOAD tpcds.web_returns ===
=== LOAD tpcds.web_sales ===
=== LOAD tpcds.web_site ===
=== ANALYZE tpcds.call_center ===
=== ANALYZE tpcds.catalog_page ===
=== ANALYZE tpcds.catalog_returns ===
=== ANALYZE tpcds.catalog_sales ===
=== ANALYZE tpcds.customer_address ===
=== ANALYZE tpcds.customer_demographics ===
=== ANALYZE tpcds.customer ===
=== ANALYZE tpcds.date_dim ===
=== ANALYZE tpcds.household_demographics ===
=== ANALYZE tpcds.income_band ===
=== ANALYZE tpcds.inventory ===
=== ANALYZE tpcds.item ===
=== ANALYZE tpcds.promotion ===
=== ANALYZE tpcds.reason ===
=== ANALYZE tpcds.ship_mode ===
=== ANALYZE tpcds.store_returns ===
=== ANALYZE tpcds.store_sales ===
=== ANALYZE tpcds.store ===
=== ANALYZE tpcds.time_dim ===
=== ANALYZE tpcds.warehouse ===
=== ANALYZE tpcds.web_page ===
=== ANALYZE tpcds.web_returns ===
=== ANALYZE tpcds.web_sales ===
=== ANALYZE tpcds.web_site ===
statistics on tpcds: 246s
loaded tpcds in 712s
benchmarking StarRocks 4.1.4 (reports 4.1.4-4a9848e)
=== tpch: not fully loaded; skipping its queries, load time and size ===
=== job: not fully loaded; skipping its queries, load time and size ===
q1 [tpch]: SKIPPED (not loaded); recording null
q2 [tpch]: SKIPPED (not loaded); recording null
q3 [tpch]: SKIPPED (not loaded); recording null
q4 [tpch]: SKIPPED (not loaded); recording null
q5 [tpch]: SKIPPED (not loaded); recording null
q6 [tpch]: SKIPPED (not loaded); recording null
q7 [tpch]: SKIPPED (not loaded); recording null
q8 [tpch]: SKIPPED (not loaded); recording null
q9 [tpch]: SKIPPED (not loaded); recording null
q10 [tpch]: SKIPPED (not loaded); recording null
q11 [tpch]: SKIPPED (not loaded); recording null
q12 [tpch]: SKIPPED (not loaded); recording null
q13 [tpch]: SKIPPED (not loaded); recording null
q14 [tpch]: SKIPPED (not loaded); recording null
q15 [tpch]: SKIPPED (not loaded); recording null
q16 [tpch]: SKIPPED (not loaded); recording null
q17 [tpch]: SKIPPED (not loaded); recording null
q18 [tpch]: SKIPPED (not loaded); recording null
q19 [tpch]: SKIPPED (not loaded); recording null
q20 [tpch]: SKIPPED (not loaded); recording null
q21 [tpch]: SKIPPED (not loaded); recording null
q22 [tpch]: SKIPPED (not loaded); recording null
q23 [tpcds]: [1.358, 0.236, 0.237, 0.222, 0.218, 0.215]
q24 [tpcds]: [5.788, 0.228, 0.214, 0.221, 0.205, 0.202]
q25 [tpcds]: [1.602, 0.039, 0.038, 0.039, 0.038, 0.038]
q26 [tpcds]: [53.370, 3.801, 2.765, 2.744, 2.787, 2.789]
q27 [tpcds]: [30.145, 0.584, 0.570, 0.592, 0.581, 0.565]
q28 [tpcds]: [8.211, 0.189, 0.191, 0.194, 0.200, 0.192]
q29 [tpcds]: [26.692, 1.272, 0.603, 0.610, 0.565, 0.598]
q30 [tpcds]: [10.978, 0.194, 0.180, 0.180, 0.177, 0.182]
q31 [tpcds]: [11.830, 0.987, 0.992, 0.980, 0.980, 0.982]
q32 [tpcds]: [15.822, 0.292, 0.288, 0.288, 0.282, 0.297]
q33 [tpcds]: [17.524, 7.887, 1.677, 1.706, 1.678, 1.695]
q34 [tpcds]: [1.280, 0.082, 0.081, 0.083, 0.081, 0.079]
q35 [tpcds]: [45.888, 0.801, 0.757, 0.773, 0.755, 0.761]
q36 [tpcds]: [17.360, 2.146, 2.141, 2.092, 2.098, 2.132]
q37 [tpcds]: [17.335, 2.110, 2.040, 2.105, 2.107, 2.008]
q38 [tpcds]: [1.602, 0.134, 0.127, 0.135, 0.135, 0.131]
q39 [tpcds]: [11.942, 0.202, 0.200, 0.201, 0.202, 0.198]
q40 [tpcds]: [28.107, 0.895, 0.921, 0.880, 0.874, 0.881]
q41 [tpcds]: [15.973, 1.405, 0.532, 0.543, 0.485, 0.486]
q42 [tpcds]: [17.824, 0.233, 0.228, 0.215, 0.219, 0.212]
q43 [tpcds]: [0.871, 0.080, 0.082, 0.086, 0.082, 0.081]
q44 [tpcds]: [0.192, 0.056, 0.054, 0.053, 0.053, 0.053]
q45 [tpcds]: [1.486, 1.337, 1.319, 1.355, 1.333, 1.460]
q46 [tpcds]: [20.788, 7.855, 7.244, 7.180, 7.315, 7.428]
q47 [tpcds]: [21.864, 7.655, 7.566, 7.496, 7.567, 7.465]
q48 [tpcds]: [21.069, 0.707, 0.531, 0.527, 0.517, 0.525]
q49 [tpcds]: [19.550, 1.986, 0.551, 0.532, 0.529, 0.553]
q50 [tpcds]: [32.189, 1.823, 0.727, 0.727, 0.714, 0.724]
q51 [tpcds]: [12.254, 0.241, 0.216, 0.217, 0.219, 0.236]
q52 [tpcds]: [27.511, 0.630, 0.615, 0.615, 0.595, 0.622]
q53 [tpcds]: [13.388, 0.860, 0.898, 0.861, 0.884, 0.900]
q54 [tpcds]: [28.455, 0.936, 0.905, 0.900, 0.887, 0.888]
q55 [tpcds]: [0.630, 0.156, 0.157, 0.153, 0.153, 0.153]
q56 [tpcds]: [18.411, 0.514, 0.496, 0.505, 0.507, 0.493]
q57 [tpcds]: [0.166, 0.074, 0.071, 0.072, 0.070, 0.068]
q58 [tpcds]: [14.969, 6.477, 0.448, 0.433, 0.453, 0.430]
q59 [tpcds]: [21.630, 0.530, 0.485, 0.514, 0.514, 0.485]
q60 [tpcds]: [11.799, 0.422, 0.408, 0.413, 0.419, 0.429]
q61 [tpcds]: [15.346, 2.451, 0.451, 0.456, 0.459, 0.443]
q62 [tpcds]: [0.187, 0.084, 0.082, 0.086, 0.082, 0.083]
